Public Master's / FY2004 																																					
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Auburn University at Montgomery (Montgomery, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Augusta State University (Augusta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Bloomsburg Univ. of Pennsylvania (Bloomsburg, PA) "	"$5,300 "	$0 	$0 	"$1,910 "	"$4,590 "	"$52,993 "	"$4,560 "	"$25,296 "	"$383,735 "	13.20%	--	12.50%	90.30%	21.00%	"44,771"	"5,926"	"$508,699 "	904	"$405,038 "	31	"$26,657 "	935	"$431,695 "	"$755,151 "	"$13,461 "	"$108,989 "	$0 	"$7,500 "	"$2,375 "	"$456,054 "	"$27,829 "	"$1,748,135 "	"$2,422,921 "	"$2,457,236 "	--	--	--
"Boise State University (Boise, ID) "	"$36,069 "	"$21,495 "	$250 	$0 	$0 	"$187,908 "	"$218,368 "	$0 	"$602,083 "	5.80%	--	5.60%	63.10%	12.40%	"58,680"	"3,379"	"$900,551 "	--	"$720,255 "	--	"$546,344 "	--	"$1,266,599 "	"$1,047,516 "	"$8,227 "	"$2,878,975 "	"$12,625 "	"$1,247,473 "	"$219,207 "	"$895,291 "	"$975,615 "	"$3,432,511 "	"$7,239,240 "	"$7,239,240 "	--	--	--
"Bowie State University (Bowie, MD) "	--	--	--	--	--	--	--	--	--	5.50%	--	--	96.40%	22.10%	"20,000"	"1,107"	--	--	--	--	--	--	--	"$101,913 "	"$12,019 "	"$11,500 "	--	--	--	--	--	"$266,889 "	"$316,907 "	"$316,907 "	--	--	--
"Bridgewater State College (Bridgewater, MA) "	--	--	--	--	--	--	--	--	"$213,101 "	8.00%	8.40%	--	78.80%	72.50%	"45,951"	"3,675"	"$1,491,675 "	--	--	--	--	--	--	"$91,008 "	"$9,641 "	"$248,550 "	--	"$248,450 "	--	"$84,828 "	--	"$589,105 "	"$2,057,863 "	"$2,105,502 "	--	--	--
"California Polytechnic State University (San Luis Obispo, CA) "	"$1,464,250 "	"$10,050 "	$390 	"$2,600 "	"$208,249 "	"$205,600 "	"$124,813 "	"$79,731 "	"$2,110,783 "	9.20%	--	9.10%	41.00%	12.30%	"119,989"	"11,096"	"$3,440,251 "	435	"$402,822 "	1	$100 	436	"$402,922 "	"$13,036,825 "	"$13,982 "	"$1,424,429 "	"$1,200 "	"$1,102,329 "	"$156,239 "	"$3,815,320 "	"$397,055 "	"$8,943,042 "	"$28,024,678 "	"$28,151,469 "	--	--	--
"California State Univ., Bakersfield (Bakersfield, CA) "	"$3,774 "	$0 	$0 	"$2,336 "	$0 	"$26,872 "	"$4,666 "	"$3,949 "	"$109,858 "	6.00%	--	5.80%	51.60%	9.10%	"21,265"	"1,283"	"$130,384 "	201	"$51,255 "	5	"$19,190 "	206	"$70,445 "	"$665,592 "	"$11,876 "	"$167,509 "	$500 	"$146,229 "	"$28,091 "	"$569,574 "	"$51,255 "	"$1,114,436 "	"$1,437,266 "	"$1,442,804 "	--	--	--
"California State Univ., Chico (Chico, CA) "	"$229,021 "	$0 	$0 	$60 	"$1,250 "	"$84,856 "	"$10,022 "	"$1,496 "	"$433,735 "	7.10%	8.20%	5.60%	100.00%	13.00%	"95,456"	"6,812"	"$746,389 "	456	"$144,071 "	4	$780 	460	"$144,851 "	"$1,398,515 "	"$13,290 "	"$2,426,572 "	$575 	"$241,158 "	"$81,412 "	"$701,493 "	"$144,071 "	"$1,932,279 "	"$5,762,008 "	"$5,791,283 "	--	--	--
"California State Univ., Dominguez Hills (Carson, CA) "	"$18,135 "	$0 	$0 	$276 	$0 	$605 	$0 	"$5,365 "	"$28,414 "	0.60%	--	0.20%	100.00%	1.10%	"48,000"	294	"$28,414 "	0	$0 	0	$0 	0	$0 	"$917,228 "	"$9,938 "	"$251,200 "	$0 	"$251,200 "	"$29,960 "	"$917,228 "	"$45,467 "	"$1,501,828 "	"$2,501,828 "	"$2,501,828 "	--	--	--
"California State Univ., East Bay (Hayward, CA) "	"$46,689 "	$0 	$105 	"$1,370 "	$365 	"$1,138 "	$0 	"$1,130 "	"$147,123 "	2.10%	--	1.90%	60.60%	19.20%	"80,223"	"1,716"	"$352,308 "	0	$0 	0	$0 	0	$0 	"$248,030 "	"$11,065 "	"$533,105 "	$0 	"$425,835 "	$0 	"$109,545 "	$0 	"$866,675 "	"$1,838,853 "	"$1,838,853 "	--	--	--
"California State Univ., Fresno (Fresno, CA) "	"$171,400 "	$0 	"$8,500 "	"$35,500 "	"$6,200 "	"$36,200 "	"$663,720 "	"$315,500 "	"$1,350,620 "	2.10%	1.90%	2.00%	14.20%	14.30%	"145,557"	"3,074"	"$2,051,520 "	"4,568"	"$3,823,587 "	2	$200 	"4,570"	"$3,823,787 "	"$4,030,254 "	"$11,828 "	"$2,104,600 "	"$309,000 "	"$621,300 "	"$1,165,054 "	"$2,397,254 "	"$4,919,586 "	"$8,221,086 "	"$14,341,686 "	"$14,341,686 "	--	--	--
"California State Univ., Fullerton (Fullerton, CA) "	"$156,788 "	"$4,659 "	$600 	$645 	$625 	"$216,953 "	"$60,763 "	"$56,194 "	"$644,639 "	3.00%	2.90%	2.90%	98.20%	19.10%	"126,744"	"3,770"	"$1,210,597 "	917	"$282,848 "	0	$0 	917	"$282,848 "	"$2,027,439 "	"$8,706 "	"$1,011,249 "	"$10,000 "	"$899,599 "	"$89,171 "	"$1,904,394 "	"$282,848 "	"$4,404,860 "	"$6,338,951 "	"$6,359,362 "	--	--	--
"California State Univ., Humboldt (Arcata, CA) "	"$61,250 "	$0 	$310 	$943 	"$1,075 "	"$203,161 "	"$26,598 "	"$3,698 "	"$869,452 "	4.60%	--	4.50%	92.00%	10.90%	"41,589"	"1,923"	"$890,095 "	113	"$21,207 "	--	--	113	"$21,207 "	"$751,673 "	"$14,356 "	"$350,373 "	"$3,450 "	"$290,373 "	"$116,522 "	"$732,665 "	"$287,083 "	"$7,824,286 "	"$8,141,778 "	"$8,141,778 "	--	--	--
"California State Univ., Long Beach (Long Beach, CA) "	"$159,267 "	$0 	$0 	"$15,873 "	$0 	"$224,428 "	"$204,853 "	"$59,386 "	"$1,669,583 "	7.00%	7.10%	7.00%	46.60%	10.00%	"183,811"	"12,941"	"$2,119,841 "	"1,925"	"$1,074,175 "	4	"$10,000 "	"1,929"	"$1,084,175 "	"$12,139,626 "	"$9,813 "	"$1,644,633 "	"$18,830 "	"$1,455,233 "	"$541,452 "	"$11,892,979 "	"$1,086,030 "	"$19,948,482 "	"$21,125,289 "	"$21,190,992 "	--	--	--
"California State Univ., Los Angeles (Los Angeles, CA) "	"$15,031 "	$100 	$100 	$315 	$0 	"$40,593 "	"$4,087 "	"$5,770 "	"$272,915 "	3.90%	--	3.80%	16.40%	6.80%	"88,804"	"3,507"	"$371,255 "	385	"$196,513 "	24	"$36,460 "	409	"$232,973 "	"$1,748,925 "	"$9,517 "	"$1,273,690 "	$960 	"$708,973 "	"$50,923 "	"$1,582,574 "	"$90,648 "	"$3,651,851 "	"$5,485,426 "	"$5,485,426 "	--	--	--
"California State Univ., Northridge (Northridge, CA) "	"$317,001 "	$0 	"$2,211 "	"$67,985 "	$0 	"$75,603 "	"$41,106 "	"$10,556 "	"$571,042 "	1.80%	--	1.80%	100.00%	2.60%	"157,279"	"2,840"	"$751,911 "	"1,216"	"$288,276 "	197	"$10,000 "	"1,413"	"$298,276 "	"$6,558,591 "	"$9,260 "	"$3,790,781 "	"$49,707 "	"$1,671,981 "	"$121,499 "	"$1,954,237 "	"$288,026 "	"$5,371,350 "	"$28,783,134 "	"$28,822,284 "	--	--	--
"California State Univ., Pomona (Pomona, CA) "	"$295,007 "	$550 	"$1,000 "	$0 	"$68,501 "	"$52,019 "	"$10,528 "	"$71,089 "	"$653,568 "	5.80%	--	5.50%	40.60%	14.40%	"91,955"	"5,302"	"$749,571 "	--	--	--	--	--	--	"$1,198,664 "	"$11,955 "	"$655,773 "	$250 	"$602,173 "	"$5,817 "	"$1,076,497 "	"$26,651 "	"$3,506,412 "	"$5,206,638 "	"$5,206,638 "	--	--	--
"California State Univ., Sacramento (Sacramento, CA) "	"$114,156 "	$245 	$0 	$185 	$0 	"$105,619 "	"$27,840 "	"$15,243 "	"$395,125 "	2.30%	2.30%	2.20%	95.10%	6.90%	"146,332"	"3,322"	"$466,550 "	--	--	--	--	--	--	"$1,430,766 "	"$11,150 "	"$507,204 "	"$10,000 "	"$501,704 "	"$124,126 "	"$852,473 "	"$180,136 "	"$4,688,714 "	"$6,767,164 "	"$6,818,200 "	--	--	--
"California State Univ., San Bernardino (San Bernardino, CA) "	"$72,336 "	$0 	$0 	$525 	$600 	"$33,159 "	"$1,268 "	"$5,360 "	"$114,843 "	3.50%	3.40%	3.30%	20.40%	5.10%	"42,097"	"1,455"	"$142,771 "	0	$0 	0	$0 	0	$0 	"$567,499 "	"$10,389 "	"$491,070 "	$0 	"$153,770 "	"$3,950 "	"$494,369 "	"$7,174 "	"$1,833,288 "	"$2,810,166 "	"$3,160,626 "	--	--	--
"California State Univ., San Marcos (San Marcos, CA) "	"$6,220 "	$0 	$0 	"$1,280 "	$0 	$655 	"$4,555 "	"$3,374 "	"$20,252 "	2.40%	--	22.10%	22.10%	1.80%	"10,898"	258	"$40,070 "	121	"$137,546 "	0	$0 	121	"$137,546 "	"$1,401,474 "	"$12,141 "	"$251,750 "	"$6,000 "	"$238,750 "	"$86,274 "	"$1,362,124 "	"$137,547 "	"$2,008,626 "	"$2,211,262 "	"$2,279,351 "	--	--	--
"California State Univ., Sonoma (Rohnert Park, CA) "	"$22,209 "	"$5,742 "	$140 	"$10,260 "	$0 	"$14,030 "	"$6,793 "	"$9,520 "	"$93,594 "	1.00%	1.10%	0.90%	7.90%	11.00%	"37,825"	395	"$649,776 "	--	--	--	--	--	--	"$612,548 "	"$11,702 "	"$2,256,273 "	$10 	"$2,194,423 "	"$31,983 "	"$351,444 "	"$140,405 "	"$3,747,278 "	"$5,910,330 "	"$5,947,910 "	--	--	--
"California State Univ., Stanislaus (Turlock, CA) "	"$3,239 "	$0 	$0 	$200 	$0 	"$14,113 "	"$6,299 "	"$9,519 "	"$131,948 "	4.80%	6.10%	4.70%	64.00%	4.60%	"34,784"	"1,654"	"$136,454 "	514	"$184,609 "	0	$0 	514	"$184,609 "	"$988,498 "	"$11,239 "	"$296,130 "	$300 	"$294,130 "	"$131,893 "	"$832,920 "	"$183,725 "	"$1,689,682 "	"$2,983,798 "	"$2,983,798 "	--	--	--
"California Univ. of Pennsylvania (California, PA) "	"$24,556 "	$0 	$0 	$65 	$0 	"$28,573 "	"$18,527 "	"$7,495 "	"$165,223 "	7.90%	--	7.30%	84.70%	17.80%	"38,047"	"3,001"	"$401,054 "	241	"$407,449 "	11	"$42,545 "	252	"$449,994 "	"$662,836 "	"$12,609 "	"$782,970 "	"$25,290 "	"$759,290 "	"$259,880 "	"$514,091 "	"$407,449 "	"$1,638,549 "	"$2,258,736 "	"$2,258,736 "	--	--	--
"Cameron University (Lawton, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Castleton State College (Castleton, VT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Central Connecticut State University (New Britain, CT) "	"$15,380 "	$0 	$0 	$0 	$0 	"$3,220 "	"$25,022 "	"$14,193 "	"$133,623 "	6.50%	6.90%	3.50%	87.20%	21.10%	"51,601"	"3,336"	"$306,630 "	180	"$124,227 "	302	"$82,816 "	482	"$207,043 "	"$375,667 "	"$12,960 "	"$516,265 "	"$25,000 "	"$129,357 "	"$65,726 "	"$256,143 "	"$124,227 "	"$594,939 "	"$1,452,272 "	"$1,452,272 "	--	--	--
"Central Washington University (Ellensburg, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Cheyney Univ. of Pennsylvania (Cheyney, PA) "	--	--	--	--	--	--	--	--	--	2.70%	--	--	100.00%	17.90%	"7,807"	213	--	--	--	--	--	--	--	"$16,232 "	"$18,364 "	"$208,580 "	--	--	--	--	--	"$18,383 "	"$315,653 "	"$315,653 "	--	--	--
"Chicago State University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Citadel Military College of South Carolina (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clarion Univ. of Pennsylvania (Clarion, PA) "	"$3,507 "	$0 	$0 	"$1,538 "	"$21,100 "	"$27,153 "	"$12,307 "	"$58,331 "	"$288,105 "	10.80%	--	7.70%	64.80%	19.20%	"38,411"	"4,133"	"$508,783 "	152	"$22,215 "	0	$0 	152	"$22,215 "	"$317,195 "	"$12,137 "	"$1,022,727 "	$0 	"$803,402 "	"$3,317 "	"$265,272 "	"$22,215 "	"$1,574,136 "	"$2,647,554 "	"$2,819,575 "	--	--	--
"College of Charleston (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of New Jersey (Ewing, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Columbus State University (Columbus, GA) "	--	--	--	--	--	--	--	--	"$202,536 "	9.90%	9.50%	7.60%	100.00%	10.70%	"23,530"	"2,321"	"$2,339,360 "	254	"$94,416 "	5	"$120,060 "	259	"$214,476 "	"$4,215,490 "	"$8,169 "	"$8,754,720 "	--	"$285,612 "	--	"$282,488 "	--	"$1,203,820 "	"$21,900,802 "	"$21,900,802 "	--	--	--
Coppin State University (Baltimore) 	--	--	--	--	--	--	--	--	--	6.10%	--	--	100.00%	12.50%	"7,300"	446	--	--	--	--	--	--	--	"$566,534 "	"$14,340 "	"$342,348 "	--	--	--	--	--	"$1,213,960 "	"$1,369,627 "	"$1,369,627 "	--	--	--
"Cornerstone University (Grand Rapids, MI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-Bernard M. Baruch College (New York, NY) "	"$1,218,660 "	"$50,000 "	$0 	$0 	$0 	"$2,485 "	"$19,402 "	"$4,140 "	"$2,454,112 "	5.70%	--	5.70%	78.20%	36.10%	"97,404"	"5,568"	"$3,962,515 "	--	--	--	--	--	--	"$2,267,149 "	"$6,223 "	"$3,208,354 "	$0 	"$2,555,821 "	$0 	"$1,793,551 "	"$19,402 "	"$7,378,178 "	"$10,986,554 "	"$10,986,554 "	--	--	--
"CUNY-Brooklyn College (Brooklyn, NY) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$1,380,522 "	"$2,520,405 "	5.80%	--	5.10%	100.00%	77.50%	"85,798"	"4,960"	"$5,893,647 "	--	--	--	--	--	--	"$125,383 "	"$11,807 "	"$679,366 "	$0 	"$679,366 "	$0 	"$118,621 "	$0 	"$3,364,587 "	"$7,603,910 "	"$7,603,910 "	--	--	--
"CUNY-City College of NY (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-College of Staten Island (Staten Island, NY) "	--	--	--	--	--	--	--	--	--	1.50%	--	--	60.70%	4.70%	"49,448"	736	--	--	--	--	--	--	--	"$223,053 "	"$8,079 "	"$307,896 "	--	--	--	--	--	"$1,114,015 "	"$1,121,868 "	"$1,121,868 "	--	--	--
"CUNY-Herbert H. Lehman College (Bronx, NY) "	"$1,860 "	$0 	$0 	$825 	$0 	"$23,660 "	$0 	$0 	"$35,738 "	2.40%	3.70%	0.00%	2.50%	9.90%	"41,182"	"1,007"	"$58,273 "	0	$0 	0	$0 	0	$0 	"$263,645 "	$79 	"$60,262 "	$0 	"$55,649 "	$0 	"$44,854 "	"$3,214 "	"$215,922 "	"$589,126 "	"$589,126 "	--	--	--
"CUNY-Hunter College (New York, NY) "	"$339,808 "	"$43,375 "	$0 	"$24,785 "	$0 	"$158,930 "	$0 	"$14,692 "	"$1,501,432 "	10.30%	--	9.60%	97.40%	19.10%	"77,000"	"7,912"	"$2,183,578 "	0	$0 	0	$0 	0	$0 	"$466,785 "	"$5,176 "	"$4,304,747 "	$0 	"$3,924,816 "	$0 	"$450,235 "	$0 	"$10,106,115 "	"$11,415,328 "	"$11,422,569 "	--	--	--
"CUNY-John Jay College (New York, NY) "	$0 	$0 	$0 	$0 	$0 	$500 	$0 	$0 	"$51,004 "	1.20%	1.00%	1.20%	93.40%	10.20%	"28,184"	335	"$51,004 "	--	--	--	--	--	--	"$158,530 "	"$8,106 "	"$168,500 "	$0 	"$168,500 "	"$20,467 "	"$158,530 "	"$31,738 "	"$499,432 "	"$499,432 "	"$499,432 "	--	--	--
"CUNY-Queens College (Flushing, NY) "	"$2,477,604 "	$0 	$0 	"$48,409 "	$0 	$0 	$0 	$0 	"$3,231,863 "	16.80%	20.20%	16.80%	80.70%	15.40%	"79,763"	"13,392"	"$3,231,863 "	0	$0 	0	$0 	0	$0 	"$1,434,573 "	--	"$13,770,043 "	$0 	"$13,770,043 "	$0 	"$1,434,573 "	$0 	"$20,491,116 "	"$20,991,116 "	"$20,991,116 "	--	--	--
"Delaware State University (Dover, DE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Delta State University (Cleveland, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Central University (Ada, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Stroudsburg Univ. of Pennsylvania (East Stroudsburg, PA) "	"$4,005 "	$0 	$250 	$938 	$0 	"$150,640 "	$0 	"$5,093 "	"$370,562 "	12.70%	13.50%	12.20%	94.90%	45.60%	"31,226"	"3,961"	"$1,018,706 "	0	$0 	0	$0 	0	$0 	"$672,139 "	"$10,879 "	"$24,725 "	$0 	"$19,225 "	$0 	"$368,967 "	$0 	"$889,908 "	"$2,234,604 "	"$2,283,184 "	--	--	--
"Eastern Connecticut State University (Willimantic, CT) "	"$1,450 "	$0 	$0 	$225 	"$7,180 "	"$6,465 "	$0 	$0 	"$43,401 "	3.10%	3.60%	2.90%	33.30%	3.30%	"24,717"	754	"$66,804 "	0	$0 	0	$0 	0	$0 	"$1,388,417 "	"$12,724 "	"$243,983 "	$0 	"$3,565 "	$0 	"$1,252,169 "	$0 	"$1,424,524 "	"$2,026,799 "	"$2,026,799 "	--	--	--
"Eastern Illinois University (Charleston, IL) "	"$268,001 "	$0 	$0 	"$5,216 "	"$30,800 "	"$46,380 "	"$97,229 "	"$2,922 "	"$466,193 "	9.00%	--	--	100.00%	26.30%	"66,514"	"5,957"	"$920,576 "	"1,098"	"$344,225 "	0	$0 	"1,098"	"$344,225 "	"$1,922,230 "	"$14,651 "	"$53,395 "	"$4,500 "	"$45,943 "	"$124,593 "	"$1,890,101 "	"$344,225 "	"$2,863,715 "	"$3,501,450 "	"$3,878,251 "	--	--	--
"Eastern Kentucky University (Richmond, KY) "	"$14,664 "	"$10,000 "	$0 	"$20,650 "	$0 	"$196,217 "	"$87,652 "	"$17,436 "	"$393,462 "	5.30%	8.30%	5.00%	21.10%	14.80%	"107,531"	"5,678"	"$517,544 "	1	$400 	695	"$241,127 "	696	"$241,527 "	"$291,463 "	"$13,311 "	"$1,375,425 "	$0 	"$114,441 "	"$11,978 "	"$177,530 "	"$238,722 "	"$1,192,910 "	"$3,508,002 "	"$3,514,088 "	--	--	--
"Eastern Michigan University (Ypsilanti, MI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern New Mexico University (Portales, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Oregon State College (La Grande, OR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Washington University (Cheney, WA) "	--	--	--	--	--	--	--	--	--	6.50%	--	--	93.20%	39.40%	"76,684"	"4,961"	--	--	--	--	--	--	--	"$275,629 "	$253 	"$185,606 "	--	--	--	--	--	"$1,182,480 "	"$2,025,017 "	"$2,025,017 "	--	--	--
"Edinboro Univ. of Pennsylvania (Edinboro, PA) "	$0 	$0 	$0 	$884 	$0 	"$3,360 "	"$48,768 "	"$8,268 "	"$519,138 "	11.10%	--	10.40%	56.90%	28.90%	"41,948"	"4,645"	"$596,528 "	283	"$70,458 "	0	$0 	283	"$70,458 "	"$685,901 "	"$9,343 "	"$440,677 "	$400 	"$259,872 "	"$6,775 "	"$553,577 "	"$70,458 "	"$1,479,766 "	"$2,062,026 "	"$2,062,026 "	--	--	--
"Emporia State University (Emporia, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Evergreen State College (Olympia, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fayetteville State University (Fayetteville, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Ferris State University (Big Rapids, MI) "	"$184,463 "	$0 	$0 	"$4,120 "	$559 	"$21,545 "	"$62,527 "	"$205,141 "	"$528,652 "	4.10%	--	3.90%	100.00%	11.40%	"72,190"	"2,949"	"$837,845 "	"1,084"	"$281,565 "	30	"$18,654 "	"1,114"	"$300,219 "	"$4,473,241 "	"$14,273 "	"$841,591 "	"$36,706 "	"$840,341 "	"$111,846 "	"$776,855 "	"$281,565 "	"$2,843,948 "	"$7,330,609 "	"$7,330,609 "	--	--	--
"Fitchburg State College (Fitchburg, MA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Gulf Coast University (Ft. Myers, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
