Public Master's / FY2003 																																					
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Auburn University at Montgomery (Montgomery, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Augusta State University (Augusta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Bloomsburg Univ. of Pennsylvania (Bloomsburg, PA) "	"$3,390 "	$0 	$0 	"$1,775 "	"$2,136 "	"$37,416 "	"$1,710 "	"$21,814 "	"$305,493 "	13.40%	--	12.70%	92.40%	23.30%	"43,715"	"5,856"	"$448,398 "	0	$0 	0	$0 	0	$0 	"$598,324 "	"$13,151 "	"$127,730 "	$0 	"$15,200 "	"$1,515 "	"$262,543 "	"$37,976 "	"$853,870 "	"$1,921,745 "	"$2,090,231 "	--	--	--
"Boise State University (Boise, ID) "	"$25,649 "	$0 	$0 	$0 	$0 	"$88,338 "	"$271,363 "	$0 	"$526,242 "	5.60%	--	0.80%	60.20%	15.40%	"61,506"	"3,471"	"$791,952 "	946	"$1,472,332 "	29	"$52,468 "	975	"$1,524,800 "	"$1,376,450 "	"$8,114 "	"$1,502,924 "	"$6,200 "	"$1,260,890 "	"$796,674 "	"$1,142,190 "	"$1,467,777 "	"$3,446,023 "	"$5,140,738 "	"$5,140,738 "	--	--	--
"Bowie State University (Bowie, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Bridgewater State College (Bridgewater, MA) "	--	--	--	--	--	--	--	--	"$622,154 "	15.60%	15.60%	--	82.30%	73.30%	"37,671"	"5,882"	"$1,134,481 "	--	--	--	--	--	--	"$170,000 "	"$7,402 "	"$244,000 "	--	$0 	--	$0 	--	"$622,154 "	"$1,548,481 "	"$1,573,110 "	--	--	--
"California Polytechnic State University (San Luis Obispo, CA) "	"$1,567,819 "	"$110,000 "	$40 	"$2,331 "	"$52,245 "	"$190,535 "	"$119,193 "	"$111,597 "	"$2,169,985 "	9.10%	--	8.90%	43.80%	18.50%	"115,905"	"10,515"	"$3,551,610 "	202	"$304,209 "	2	"$15,874 "	204	"$320,083 "	"$9,827,432 "	"$13,543 "	"$2,440,330 "	$0 	"$1,581,582 "	"$115,599 "	"$3,461,284 "	"$290,572 "	"$9,013,524 "	"$19,215,394 "	"$21,052,479 "	--	--	--
"California State Univ., Bakersfield (Bakersfield, CA) "	"$3,474 "	$0 	$0 	"$3,493 "	$0 	"$32,582 "	"$3,252 "	"$15,970 "	"$134,480 "	6.60%	6.30%	6.50%	51.10%	8.50%	"20,393"	"1,356"	"$148,940 "	142	"$42,286 "	2	"$20,000 "	144	"$62,286 "	"$938,132 "	"$11,682 "	"$206,126 "	$250 	"$177,076 "	"$28,067 "	"$502,983 "	"$42,286 "	"$1,134,071 "	"$1,743,360 "	"$1,747,994 "	--	--	--
"California State Univ., Chico (Chico, CA) "	"$189,891 "	$0 	$0 	$731 	$0 	"$90,004 "	"$9,321 "	$575 	"$408,638 "	7.00%	7.80%	5.10%	100.00%	12.60%	"93,772"	"6,554"	"$779,098 "	356	"$93,934 "	2	$480 	358	"$94,414 "	"$2,017,403 "	"$12,362 "	"$829,741 "	$150 	"$201,840 "	"$55,697 "	"$1,527,209 "	"$93,934 "	"$2,811,767 "	"$6,171,946 "	"$6,924,531 "	--	--	--
"California State Univ., Dominguez Hills (Carson, CA) "	"$2,000 "	$100 	$0 	$340 	$0 	"$2,152 "	$25 	$320 	"$48,126 "	1.80%	--	100.00%	100.00%	0.50%	"47,500"	840	"$48,126 "	0	$0 	0	$0 	0	$0 	"$8,380,307 "	"$9,748 "	"$171,041 "	$500 	"$171,041 "	"$15,017 "	"$8,380,307 "	"$41,437 "	"$9,776,654 "	"$9,776,654 "	"$9,776,654 "	--	--	--
"California State Univ., East Bay (Hayward, CA) "	"$15,160 "	$0 	$0 	$150 	$200 	$930 	$0 	"$1,268 "	"$75,026 "	1.20%	--	0.90%	43.30%	11.70%	"66,581"	785	"$154,446 "	--	--	0	$0 	0	$0 	"$411,196 "	"$13,084 "	"$188,396 "	$0 	"$98,721 "	$0 	"$304,846 "	$0 	"$735,209 "	"$1,317,341 "	"$1,317,341 "	--	--	--
"California State Univ., Fresno (Fresno, CA) "	"$201,000 "	$0 	$700 	"$38,300 "	"$752,000 "	"$30,100 "	"$1,182,922 "	"$108,500 "	"$2,403,022 "	2.10%	2.00%	1.70%	98.80%	19.10%	"148,218"	"3,179"	"$4,283,922 "	5	"$33,600 "	0	$0 	5	"$33,600 "	"$2,398,322 "	"$13,078 "	"$812,400 "	"$8,900 "	"$464,600 "	"$303,422 "	"$1,231,622 "	"$5,944,365 "	"$12,279,765 "	"$22,426,465 "	"$22,426,465 "	--	--	--
"California State Univ., Fullerton (Fullerton, CA) "	"$127,084 "	$550 	$25 	$775 	$100 	"$153,842 "	"$20,659 "	"$58,747 "	"$448,100 "	1.70%	1.60%	1.70%	89.20%	10.40%	"128,818"	"2,237"	"$502,263 "	802	"$160,243 "	1	$400 	803	"$160,643 "	"$1,922,692 "	"$8,772 "	"$594,095 "	"$14,775 "	"$580,095 "	"$40,901 "	"$1,856,992 "	"$160,243 "	"$4,237,800 "	"$4,823,970 "	"$4,925,196 "	--	--	--
"California State Univ., Humboldt (Arcata, CA) "	"$53,077 "	$0 	$264 	"$3,080 "	$990 	"$72,394 "	"$17,607 "	"$3,229 "	"$233,448 "	8.20%	21.50%	8.20%	93.00%	12.10%	"32,456"	"2,647"	"$243,368 "	925	"$106,503 "	0	$0 	925	"$106,503 "	"$448,981 "	"$14,338 "	"$269,693 "	$0 	"$269,693 "	"$82,642 "	"$448,481 "	"$201,632 "	"$1,863,770 "	"$2,016,858 "	"$2,016,858 "	--	--	--
"California State Univ., Long Beach (Long Beach, CA) "	"$118,465 "	"$1,812 "	$0 	"$12,136 "	$0 	"$81,657 "	"$159,540 "	"$43,894 "	"$1,390,491 "	6.70%	6.90%	6.70%	40.30%	6.50%	"177,716"	"11,973"	"$1,481,320 "	"1,641"	"$979,551 "	0	$0 	"1,641"	"$979,551 "	"$11,496,721 "	"$9,937 "	"$1,422,092 "	"$33,594 "	"$1,329,342 "	"$506,760 "	"$11,350,968 "	"$983,313 "	"$18,050,332 "	"$22,668,741 "	"$25,526,889 "	--	--	--
"California State Univ., Los Angeles (Los Angeles, CA) "	"$11,833 "	$0 	$0 	$0 	$979 	"$24,371 "	"$4,479 "	"$1,889 "	"$218,390 "	3.50%	--	3.50%	16.30%	5.80%	"82,239"	"2,889"	"$273,402 "	261	"$73,696 "	5	"$29,600 "	266	"$103,296 "	"$2,554,275 "	"$11,027 "	"$1,304,485 "	$0 	"$772,950 "	"$38,624 "	"$938,041 "	"$70,740 "	"$2,396,373 "	"$4,713,773 "	"$4,746,509 "	--	--	--
"California State Univ., Northridge (Northridge, CA) "	"$189,523 "	$0 	"$3,850 "	"$29,382 "	$0 	"$27,421 "	"$36,337 "	"$49,940 "	"$387,016 "	2.40%	--	2.40%	100.00%	2.10%	"140,384"	"3,368"	"$467,042 "	688	"$209,177 "	--	--	688	"$209,177 "	"$7,220,682 "	"$8,852 "	"$3,417,780 "	"$32,313 "	"$457,222 "	"$73,195 "	"$2,499,295 "	"$209,002 "	"$14,134,992 "	"$22,432,487 "	"$22,619,318 "	--	--	--
"California State Univ., Pomona (Pomona, CA) "	"$189,719 "	"$3,460 "	$0 	$0 	"$503,464 "	"$37,725 "	$225 	"$113,221 "	"$1,117,844 "	6.80%	--	6.50%	45.10%	10.40%	"85,881"	"5,799"	"$1,296,612 "	0	$0 	0	$0 	0	$0 	"$5,728,388 "	"$11,011 "	"$1,787,426 "	$0 	"$773,958 "	$0 	"$5,539,313 "	"$160,526 "	"$9,314,946 "	"$12,428,410 "	"$12,928,743 "	--	--	--
"California State Univ., Sacramento (Sacramento, CA) "	"$135,623 "	$0 	$0 	$555 	$0 	"$62,256 "	"$32,593 "	"$25,932 "	"$363,951 "	2.20%	2.30%	2.10%	92.00%	4.00%	"141,600"	"3,119"	"$509,691 "	76	"$114,058 "	2	"$13,390 "	78	"$127,448 "	"$3,338,476 "	"$10,727 "	"$810,396 "	"$8,500 "	"$786,961 "	"$63,206 "	"$881,553 "	"$114,058 "	"$4,979,315 "	"$12,587,492 "	"$12,587,492 "	--	--	--
"California State Univ., San Bernardino (San Bernardino, CA) "	"$60,693 "	$150 	$0 	$500 	$725 	"$26,701 "	"$2,925 "	"$26,635 "	"$120,115 "	3.10%	3.10%	3.10%	49.10%	4.40%	"42,262"	"1,325"	"$236,323 "	0	$0 	0	$0 	0	$0 	"$4,144,067 "	"$10,483 "	"$458,468 "	$150 	"$412,744 "	"$7,102 "	"$3,992,942 "	"$14,473 "	"$5,042,535 "	"$5,420,830 "	"$5,420,830 "	--	--	--
"California State Univ., San Marcos (San Marcos, CA) "	$50 	$0 	$0 	"$1,289 "	$0 	$170 	"$3,670 "	"$1,895 "	"$34,071 "	3.40%	3.40%	3.30%	100.00%	1.10%	"9,553"	326	"$39,266 "	127	"$164,046 "	0	$0 	127	"$164,046 "	"$1,184,915 "	"$11,903 "	"$898,656 "	"$4,750 "	"$498,056 "	"$88,458 "	"$1,129,565 "	"$164,046 "	"$2,937,705 "	"$3,516,710 "	"$3,516,710 "	--	--	--
"California State Univ., Sonoma (Rohnert Park, CA) "	"$7,082 "	"$1,064 "	$80 	"$1,070 "	$0 	"$13,595 "	"$10,946 "	"$1,273 "	"$50,003 "	1.00%	1.00%	0.80%	5.60%	8.30%	"35,955"	377	"$503,237 "	589	"$111,200 "	20	"$21,793 "	609	"$132,993 "	"$915,500 "	"$11,491 "	"$2,705,199 "	$500 	"$1,334,499 "	"$16,998 "	"$360,236 "	"$62,789 "	"$2,269,742 "	"$6,082,951 "	"$6,127,358 "	--	--	--
"California State Univ., Stanislaus (Turlock, CA) "	"$4,247 "	$0 	$0 	$50 	$0 	"$15,579 "	"$5,321 "	"$12,327 "	"$129,081 "	4.60%	5.80%	4.60%	58.90%	2.80%	"34,174"	"1,562"	"$132,896 "	578	"$205,731 "	0	$0 	578	"$205,731 "	"$1,255,448 "	"$11,716 "	"$1,209,673 "	$300 	"$493,673 "	"$144,056 "	"$1,001,390 "	"$204,635 "	"$2,368,428 "	"$4,714,805 "	"$4,714,805 "	--	--	--
"California Univ. of Pennsylvania (California, PA) "	"$15,905 "	$0 	$0 	$75 	$100 	"$12,926 "	"$12,339 "	"$18,647 "	"$115,754 "	6.00%	--	4.70%	60.80%	26.10%	"35,311"	"2,111"	"$578,877 "	64	"$16,139 "	1	"$5,000 "	65	"$21,139 "	"$392,309 "	"$12,622 "	"$769,500 "	$0 	"$231,000 "	"$3,000 "	"$318,781 "	"$16,164 "	"$789,321 "	"$2,216,867 "	"$2,216,867 "	--	--	--
"Cameron University (Lawton, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Castleton State College (Castleton, VT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Central Connecticut State University (New Britain, CT) "	"$1,650 "	$0 	$0 	$0 	$0 	"$28,345 "	$710 	"$27,915 "	"$105,745 "	6.50%	6.90%	3.30%	75.90%	14.20%	"51,417"	"3,324"	"$277,543 "	199	"$146,969 "	327	"$86,530 "	526	"$233,499 "	"$395,483 "	"$11,296 "	"$475,147 "	"$13,000 "	"$48,396 "	"$19,650 "	"$248,104 "	"$40,231 "	"$447,988 "	"$1,951,981 "	"$1,951,981 "	--	--	--
"Central Washington University (Ellensburg, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Cheyney Univ. of Pennsylvania (Cheyney, PA) "	"$2,248 "	$0 	$0 	$150 	$811 	"$232,250 "	$680 	$0 	"$239,659 "	6.20%	6.20%	6.20%	81.80%	17.30%	"11,000"	687	"$386,310 "	--	--	0	$0 	0	$0 	"$712,470 "	"$20,951 "	"$772,435 "	$0 	"$762,435 "	$0 	"$701,320 "	$680 	"$1,908,337 "	"$2,227,249 "	"$2,546,249 "	--	--	--
"Chicago State University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Citadel Military College of South Carolina (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clarion Univ. of Pennsylvania (Clarion, PA) "	"$3,566 "	$0 	$75 	"$1,151 "	$262 	"$45,537 "	"$9,149 "	"$10,331 "	"$220,623 "	11.40%	--	--	67.00%	31.00%	"37,145"	"4,230"	"$581,737 "	141	"$24,079 "	0	$0 	141	"$24,079 "	"$291,929 "	"$12,361 "	"$160,160 "	$0 	"$134,060 "	"$8,545 "	"$213,115 "	"$24,080 "	"$1,113,561 "	"$1,876,331 "	"$2,092,906 "	--	--	--
"College of Charleston (Charleston, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of New Jersey (Ewing, NJ) "	--	--	--	--	--	--	--	--	--	6.70%	--	--	100.00%	25.80%	"52,000"	"3,480"	--	--	--	--	--	--	--	"$353,030 "	"$13,788 "	"$207,702 "	--	--	--	--	--	"$1,203,184 "	"$1,290,720 "	"$1,290,720 "	--	--	--
"Columbus State University (Columbus, GA) "	--	--	--	--	--	--	--	--	"$192,123 "	9.40%	8.70%	9.90%	100.00%	7.50%	"18,649"	"1,760"	"$2,794,558 "	"2,625"	"$117,621 "	122	"$840,091 "	"2,747"	"$957,712 "	"$4,504,774 "	"$10,762 "	"$13,201,127 "	--	"$259,841 "	--	"$305,952 "	--	"$1,150,530 "	"$37,127,471 "	"$40,335,792 "	--	--	--
Coppin State University (Baltimore) 	--	--	--	--	--	--	--	--	--	8.20%	--	--	80.00%	7.90%	"10,000"	821	--	--	--	--	--	--	--	"$840,095 "	"$7,141 "	"$22,798 "	--	--	--	--	--	"$965,057 "	"$1,204,971 "	"$1,204,971 "	--	--	--
"Cornerstone University (Grand Rapids, MI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"CUNY-Bernard M. Baruch College (New York, NY) "	"$741,445 "	"$120,547 "	$0 	$0 	$0 	"$277,366 "	$0 	$0 	"$2,966,951 "	6.40%	--	6.30%	92.70%	52.20%	"71,000"	"4,516"	"$4,410,793 "	--	--	--	--	--	--	"$2,452,419 "	"$6,210 "	"$1,080,315 "	$0 	"$1,010,815 "	$0 	"$1,233,380 "	$0 	"$5,670,666 "	"$8,442,047 "	"$8,442,047 "	--	--	--
"CUNY-Brooklyn College (Brooklyn, NY) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$3,054,993 "	"$3,850,474 "	5.10%	--	5.00%	100.00%	74.60%	"84,500"	"4,298"	"$4,555,450 "	--	--	--	--	--	--	"$157,792 "	"$12,291 "	"$171,639 "	$0 	"$171,639 "	$0 	"$157,792 "	$0 	"$4,234,272 "	"$6,105,696 "	"$6,215,696 "	--	--	--
"CUNY-City College of NY (New York, NY) "	--	--	--	--	--	--	--	--	--	13.30%	--	--	100.00%	15.90%	"90,000"	"12,000"	--	--	--	--	--	--	--	"$1,100,996 "	"$7,031 "	"$7,293,285 "	--	--	--	--	--	"$8,919,424 "	"$12,698,516 "	"$12,708,516 "	--	--	--
"CUNY-College of Staten Island (Staten Island, NY) "	--	--	--	--	--	--	--	--	--	1.70%	--	--	68.60%	6.50%	"51,031"	866	--	--	--	--	--	--	--	"$193,285 "	"$7,736 "	"$391,103 "	--	--	--	--	--	"$1,017,957 "	"$1,025,435 "	"$1,025,435 "	--	--	--
"CUNY-Herbert H. Lehman College (Bronx, NY) "	$770 	$0 	$0 	$895 	$0 	"$24,471 "	$0 	$455 	"$39,402 "	1.80%	2.50%	1.80%	83.00%	12.10%	"48,246"	870	"$54,076 "	0	"$1,000 "	0	$0 	0	"$1,000 "	"$23,918 "	$82 	"$44,786 "	$0 	"$40,250 "	$0 	"$22,298 "	"$1,000 "	"$134,452 "	"$448,659 "	"$448,659 "	--	--	--
"CUNY-Hunter College (New York, NY) "	"$90,652 "	"$22,675 "	$0 	"$17,420 "	$0 	"$288,293 "	$0 	$0 	"$1,187,526 "	10.60%	--	10.10%	97.40%	15.60%	"77,000"	"8,191"	"$1,755,199 "	0	$0 	0	$0 	0	$0 	"$236,322 "	"$5,455 "	"$4,630,982 "	"$23,351 "	"$4,534,482 "	$0 	"$226,222 "	"$23,351 "	"$9,895,935 "	"$11,243,625 "	"$11,349,386 "	--	--	--
"CUNY-John Jay College (New York, NY) "	$0 	$0 	$0 	$0 	$0 	"$2,160 "	$0 	"$7,548 "	"$67,912 "	0.80%	0.80%	0.80%	93.60%	20.80%	"27,698"	218	"$67,912 "	0	$0 	0	$0 	0	$0 	"$95,843 "	"$7,558 "	"$28,750 "	$0 	"$28,750 "	"$8,545 "	"$95,843 "	"$25,740 "	"$326,127 "	"$326,127 "	"$326,127 "	--	--	--
"CUNY-Queens College (Flushing, NY) "	"$893,805 "	$0 	$0 	"$38,777 "	$0 	$0 	$0 	"$2,000,000 "	"$3,502,212 "	16.30%	19.60%	16.30%	80.30%	48.90%	"78,796"	"12,882"	"$3,502,212 "	--	--	--	--	--	--	"$879,918 "	$241 	"$877,203 "	$0 	"$877,203 "	$0 	"$879,918 "	$0 	"$7,164,026 "	"$7,164,026 "	"$7,164,026 "	--	--	--
"Delaware State University (Dover, DE) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Delta State University (Cleveland, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Central University (Ada, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Stroudsburg Univ. of Pennsylvania (East Stroudsburg, PA) "	"$8,642 "	$0 	$100 	$938 	$0 	"$128,025 "	$0 	"$2,039 "	"$358,683 "	14.60%	15.40%	12.40%	94.10%	36.20%	"30,233"	"4,399"	"$573,038 "	0	$0 	0	$0 	0	$0 	"$547,594 "	"$10,466 "	"$9,650 "	$0 	"$7,650 "	$0 	"$364,176 "	$0 	"$902,758 "	"$1,584,150 "	"$1,588,742 "	--	--	--
"Eastern Connecticut State University (Willimantic, CT) "	"$1,310 "	$0 	$0 	$68 	"$7,050 "	"$4,216 "	$0 	$0 	"$38,321 "	2.80%	3.30%	2.70%	87.30%	2.00%	"24,332"	686	"$52,343 "	0	$0 	0	$0 	0	$0 	"$1,951,707 "	"$11,980 "	"$104,265 "	$0 	"$3,065 "	$0 	"$1,746,308 "	"$220,655 "	"$2,088,197 "	"$2,627,556 "	"$2,627,556 "	--	--	--
"Eastern Illinois University (Charleston, IL) "	"$242,634 "	$0 	$0 	"$2,536 "	"$124,294 "	"$30,979 "	"$111,892 "	"$3,665 "	"$551,967 "	8.50%	--	--	57.00%	45.50%	"67,805"	"5,790"	"$1,247,004 "	"1,310"	"$472,807 "	83	"$68,706 "	"1,393"	"$541,513 "	"$455,714 "	"$11,804 "	"$52,845 "	"$2,000 "	"$51,745 "	"$200,299 "	"$352,120 "	"$472,808 "	"$1,380,494 "	"$2,504,751 "	"$2,663,423 "	--	--	--
"Eastern Kentucky University (Richmond, KY) "	--	--	--	--	--	--	--	--	--	1.40%	--	--	100.00%	8.00%	"77,878"	"1,057"	--	--	--	--	--	--	--	"$671,735 "	"$15,722 "	"$2,628,291 "	--	--	--	--	--	"$909,767 "	"$4,372,276 "	"$4,419,755 "	--	--	--
"Eastern Michigan University (Ypsilanti, MI) "	"$216,893 "	$0 	$0 	"$11,306 "	$745 	"$6,445 "	"$60,619 "	"$122,884 "	"$443,885 "	3.40%	--	3.10%	51.10%	12.00%	"121,450"	"4,123"	"$866,708 "	--	"$324,469 "	--	"$32,682 "	--	"$357,151 "	"$3,436,214 "	"$9,467 "	"$881,200 "	"$2,000 "	"$606,200 "	"$93,919 "	"$3,242,257 "	"$267,535 "	"$5,971,611 "	"$7,219,380 "	"$7,219,380 "	--	--	--
"Eastern New Mexico University (Portales, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Oregon State College (La Grande, OR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Eastern Washington University (Cheney, WA) "	--	--	--	--	--	--	--	--	--	6.90%	--	--	92.90%	56.70%	"72,770"	"5,024"	--	--	--	--	--	--	--	"$364,262 "	$217 	"$164,562 "	--	--	--	--	--	"$1,216,693 "	"$2,332,402 "	"$2,332,402 "	--	--	--
"Edinboro Univ. of Pennsylvania (Edinboro, PA) "	$0 	$0 	$0 	"$2,354 "	$0 	"$2,876 "	"$25,557 "	"$15,024 "	"$623,093 "	12.30%	--	11.60%	100.00%	32.70%	"35,878"	"4,403"	"$729,588 "	234	"$86,269 "	0	$0 	234	"$86,269 "	"$579,145 "	"$9,464 "	"$157,819 "	"$10,175 "	"$34,401 "	"$4,550 "	"$427,076 "	"$86,269 "	"$1,250,253 "	"$2,234,270 "	"$2,234,270 "	--	--	--
"Emporia State University (Emporia, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Evergreen State College (Olympia, WA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fayetteville State University (Fayetteville, NC) "	"$30,633 "	$0 	$100 	$0 	$0 	"$16,722 "	$0 	"$61,400 "	"$119,915 "	2.60%	2.60%	77.40%	77.40%	13.80%	"15,500"	400	"$119,915 "	--	--	--	--	--	--	"$510,182 "	"$11,931 "	"$31,000 "	$0 	"$31,000 "	"$182,980 "	"$510,182 "	"$278,147 "	"$867,965 "	"$867,965 "	"$867,965 "	--	--	--
